movieid,name,genres_general,genres
"2617","Mummy, The (1999)","Action|Adventure|Comedy|Fantasy|Horror|Thriller","Comedy"
"2617","Mummy, The (1999)","Action|Adventure|Comedy|Fantasy|Horror|Thriller","Fantasy"
"2617","Mummy, The (1999)","Action|Adventure|Comedy|Fantasy|Horror|Thriller","Horror"
"2617","Mummy, The (1999)","Action|Adventure|Comedy|Fantasy|Horror|Thriller","Thriller"
"2618","Castle, The (1997)","Comedy","Comedy"
"2620","This Is My Father (1998)","Drama|Romance","Drama"
"2620","This Is My Father (1998)","Drama|Romance","Romance"
"2622","William Shakespeare's A Midsummer Night's Dream (1999)","Comedy|Fantasy","Comedy"
"2622","William Shakespeare's A Midsummer Night's Dream (1999)","Comedy|Fantasy","Fantasy"
"2623","Trippin' (1999)","Comedy","Comedy"
"2624","After Life (Wandafuru raifu) (1998)","Drama|Fantasy","Drama"
"2624","After Life (Wandafuru raifu) (1998)","Drama|Fantasy","Fantasy"
"2625","Black Mask (Hak hap) (1996)","Action|Adventure|Crime|Sci-Fi|Thriller","Action"
"2625","Black Mask (Hak hap) (1996)","Action|Adventure|Crime|Sci-Fi|Thriller","Adventure"
"2625","Black Mask (Hak hap) (1996)","Action|Adventure|Crime|Sci-Fi|Thriller","Crime"
"2625","Black Mask (Hak hap) (1996)","Action|Adventure|Crime|Sci-Fi|Thriller","Sci-Fi"
"2625","Black Mask (Hak hap) (1996)","Action|Adventure|Crime|Sci-Fi|Thriller","Thriller"
"2628","Star Wars: Episode I - The Phantom Menace (1999)","Action|Adventure|Sci-Fi","Action"
"2628","Star Wars: Episode I - The Phantom Menace (1999)","Action|Adventure|Sci-Fi","Adventure"
"2628","Star Wars: Episode I - The Phantom Menace (1999)","Action|Adventure|Sci-Fi","Sci-Fi"
"2629","Love Letter, The (1999)","Comedy|Romance","Comedy"
"2629","Love Letter, The (1999)","Comedy|Romance","Romance"
"2630","Besieged (a.k.a. L' Assedio) (1998)","Drama","Drama"
"2632","Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)","Adventure|Drama|Mystery","Adventure"
"2632","Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)","Adventure|Drama|Mystery","Drama"
"2632","Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)","Adventure|Drama|Mystery","Mystery"
"2633","Mummy, The (1932)","Horror|Romance","Horror"
"2633","Mummy, The (1932)","Horror|Romance","Romance"
"2634","Mummy, The (1959)","Horror","Horror"
"2639","Mommie Dearest (1981)","Drama","Drama"
"2640","Superman (1978)","Action|Adventure|Sci-Fi","Action"
"2640","Superman (1978)","Action|Adventure|Sci-Fi","Adventure"
"2640","Superman (1978)","Action|Adventure|Sci-Fi","Sci-Fi"
"2641","Superman II (1980)","Action|Sci-Fi","Action"
"2641","Superman II (1980)","Action|Sci-Fi","Sci-Fi"
"2642","Superman III (1983)","Action|Adventure|Sci-Fi","Action"
"2642","Superman III (1983)","Action|Adventure|Sci-Fi","Adventure"
"2642","Superman III (1983)","Action|Adventure|Sci-Fi","Sci-Fi"
"2643","Superman IV: The Quest for Peace (1987)","Action|Adventure|Sci-Fi","Action"
"2643","Superman IV: The Quest for Peace (1987)","Action|Adventure|Sci-Fi","Adventure"
"2643","Superman IV: The Quest for Peace (1987)","Action|Adventure|Sci-Fi","Sci-Fi"
"2644","Dracula (1931)","Horror","Horror"
"2648","Frankenstein (1931)","Drama|Horror|Sci-Fi","Drama"
"2648","Frankenstein (1931)","Drama|Horror|Sci-Fi","Horror"
"2648","Frankenstein (1931)","Drama|Horror|Sci-Fi","Sci-Fi"
"2651","Frankenstein Meets the Wolf Man (1943)","Horror","Horror"
"2652","Curse of Frankenstein, The (1957)","Horror","Horror"
"2654","Wolf Man, The (1941)","Drama|Fantasy|Horror","Drama"
"2654","Wolf Man, The (1941)","Drama|Fantasy|Horror","Fantasy"
"2654","Wolf Man, The (1941)","Drama|Fantasy|Horror","Horror"
"2655","Howling II: Your Sister Is a Werewolf (1985)","Horror","Horror"
"2656","Tarantula (1955)","Horror|Sci-Fi","Horror"
"2656","Tarantula (1955)","Horror|Sci-Fi","Sci-Fi"
"2657","Rocky Horror Picture Show, The (1975)","Comedy|Horror|Musical|Sci-Fi","Comedy"
"2657","Rocky Horror Picture Show, The (1975)","Comedy|Horror|Musical|Sci-Fi","Horror"
"2657","Rocky Horror Picture Show, The (1975)","Comedy|Horror|Musical|Sci-Fi","Musical"
"2657","Rocky Horror Picture Show, The (1975)","Comedy|Horror|Musical|Sci-Fi","Sci-Fi"
"2659","It Came from Hollywood (1982)","Comedy|Documentary","Comedy"
"2659","It Came from Hollywood (1982)","Comedy|Documentary","Documentary"
"2660","Thing from Another World, The (1951)","Horror|Sci-Fi","Horror"
"2660","Thing from Another World, The (1951)","Horror|Sci-Fi","Sci-Fi"
"2661","It Came from Outer Space (1953)","Sci-Fi","Sci-Fi"
"2662","War of the Worlds, The (1953)","Action|Drama|Sci-Fi","Action"
"2662","War of the Worlds, The (1953)","Action|Drama|Sci-Fi","Drama"
"2662","War of the Worlds, The (1953)","Action|Drama|Sci-Fi","Sci-Fi"
"2664","Invasion of the Body Snatchers (1956)","Horror|Sci-Fi|Thriller","Horror"
"2664","Invasion of the Body Snatchers (1956)","Horror|Sci-Fi|Thriller","Sci-Fi"
"2664","Invasion of the Body Snatchers (1956)","Horror|Sci-Fi|Thriller","Thriller"
"2665","Earth vs. the Flying Saucers (1956)","Sci-Fi","Sci-Fi"
"2668","Swamp Thing (1982)","Horror|Sci-Fi","Horror"
"2668","Swamp Thing (1982)","Horror|Sci-Fi","Sci-Fi"
"2669","Pork Chop Hill (1959)","War","War"
"2670","Run Silent Run Deep (1958)","War","War"
"2671","Notting Hill (1999)","Comedy|Romance","Comedy"
"2671","Notting Hill (1999)","Comedy|Romance","Romance"
"2672","Thirteenth Floor, The (1999)","Drama|Sci-Fi|Thriller","Drama"
"2672","Thirteenth Floor, The (1999)","Drama|Sci-Fi|Thriller","Sci-Fi"
"2672","Thirteenth Floor, The (1999)","Drama|Sci-Fi|Thriller","Thriller"
"2674","Loss of Sexual Innocence, The (1999)","Drama|Fantasy","Drama"
"2674","Loss of Sexual Innocence, The (1999)","Drama|Fantasy","Fantasy"
"2676","Instinct (1999)","Drama|Thriller","Drama"
"2676","Instinct (1999)","Drama|Thriller","Thriller"
"2677","Buena Vista Social Club (1999)","Documentary|Musical","Documentary"
"2677","Buena Vista Social Club (1999)","Documentary|Musical","Musical"
"2681","Free Enterprise (1998)","Comedy|Romance|Sci-Fi","Comedy"
"2681","Free Enterprise (1998)","Comedy|Romance|Sci-Fi","Romance"
"2681","Free Enterprise (1998)","Comedy|Romance|Sci-Fi","Sci-Fi"
"2682","Limbo (1999)","Drama","Drama"
"2683","Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy","Action"
"2683","Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy","Adventure"
"2683","Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy","Comedy"
"2686","Red Violin, The (Violon rouge, Le) (1998)","Drama|Mystery","Drama"
"2686","Red Violin, The (Violon rouge, Le) (1998)","Drama|Mystery","Mystery"
"2687","Tarzan (1999)","Adventure|Animation|Children|Drama","Adventure"
"2687","Tarzan (1999)","Adventure|Animation|Children|Drama","Animation"
"2687","Tarzan (1999)","Adventure|Animation|Children|Drama","Children"
"2687","Tarzan (1999)","Adventure|Animation|Children|Drama","Drama"
"2688","General's Daughter, The (1999)","Crime|Drama|Mystery|Thriller","Crime"
"2688","General's Daughter, The (1999)","Crime|Drama|Mystery|Thriller","Drama"
"2688","General's Daughter, The (1999)","Crime|Drama|Mystery|Thriller","Mystery"
"2688","General's Daughter, The (1999)","Crime|Drama|Mystery|Thriller","Thriller"
"2690","Ideal Husband, An (1999)","Comedy|Romance","Comedy"
"2690","Ideal Husband, An (1999)","Comedy|Romance","Romance"
"2691","Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)","Drama","Drama"
"2692","Run Lola Run (Lola rennt) (1998)","Action|Crime","Action"
"2692","Run Lola Run (Lola rennt) (1998)","Action|Crime","Crime"
"2693","Trekkies (1997)","Documentary","Documentary"
"2694","Big Daddy (1999)","Comedy","Comedy"
"2695","Boys, The (1998)","Drama","Drama"
"2696","Dinner Game, The (Dîner de cons, Le) (1998)","Comedy","Comedy"
"2697","My Son the Fanatic (1997)","Comedy|Drama|Romance","Comedy"
"2697","My Son the Fanatic (1997)","Comedy|Drama|Romance","Drama"
"2697","My Son the Fanatic (1997)","Comedy|Drama|Romance","Romance"
"2698","Zone 39 (1997)","Sci-Fi","Sci-Fi"
"2699","Arachnophobia (1990)","Comedy|Horror","Comedy"
"2699","Arachnophobia (1990)","Comedy|Horror","Horror"
"2700","South Park: Bigger, Longer and Uncut (1999)","Animation|Comedy|Musical","Animation"
"2700","South Park: Bigger, Longer and Uncut (1999)","Animation|Comedy|Musical","Comedy"
"2700","South Park: Bigger, Longer and Uncut (1999)","Animation|Comedy|Musical","Musical"
"2701","Wild Wild West (1999)","Action|Comedy|Sci-Fi|Western","Action"
"2701","Wild Wild West (1999)","Action|Comedy|Sci-Fi|Western","Comedy"
"2701","Wild Wild West (1999)","Action|Comedy|Sci-Fi|Western","Sci-Fi"
"2701","Wild Wild West (1999)","Action|Comedy|Sci-Fi|Western","Western"
"2702","Summer of Sam (1999)","Drama","Drama"
"2706","American Pie (1999)","Comedy|Romance","Comedy"
"2706","American Pie (1999)","Comedy|Romance","Romance"
"2707","Arlington Road (1999)","Thriller","Thriller"
"2708","Autumn Tale, An (Conte d'automne) (1998)","Romance","Romance"
"2709","Muppets From Space (1999)","Children|Comedy","Children"
"2709","Muppets From Space (1999)","Children|Comedy","Comedy"
"2710","Blair Witch Project, The (1999)","Drama|Horror|Thriller","Drama"
"2710","Blair Witch Project, The (1999)","Drama|Horror|Thriller","Horror"
"2710","Blair Witch Project, The (1999)","Drama|Horror|Thriller","Thriller"
"2712","Eyes Wide Shut (1999)","Drama|Mystery|Thriller","Drama"
"2712","Eyes Wide Shut (1999)","Drama|Mystery|Thriller","Mystery"
"2712","Eyes Wide Shut (1999)","Drama|Mystery|Thriller","Thriller"
"2713","Lake Placid (1999)","Horror|Thriller","Horror"
"2713","Lake Placid (1999)","Horror|Thriller","Thriller"
"2716","Ghostbusters (a.k.a. Ghost Busters) (1984)","Action|Comedy|Sci-Fi","Action"
"2716","Ghostbusters (a.k.a. Ghost Busters) (1984)","Action|Comedy|Sci-Fi","Comedy"
"2716","Ghostbusters (a.k.a. Ghost Busters) (1984)","Action|Comedy|Sci-Fi","Sci-Fi"
"2717","Ghostbusters II (1989)","Comedy|Fantasy|Sci-Fi","Comedy"
"2717","Ghostbusters II (1989)","Comedy|Fantasy|Sci-Fi","Fantasy"
"2717","Ghostbusters II (1989)","Comedy|Fantasy|Sci-Fi","Sci-Fi"
"2718","Drop Dead Gorgeous (1999)","Comedy","Comedy"
"2719","Haunting, The (1999)","Horror|Thriller","Horror"
"2719","Haunting, The (1999)","Horror|Thriller","Thriller"
"2720","Inspector Gadget (1999)","Action|Adventure|Children|Comedy","Action"
"2720","Inspector Gadget (1999)","Action|Adventure|Children|Comedy","Adventure"
"2720","Inspector Gadget (1999)","Action|Adventure|Children|Comedy","Children"
"2720","Inspector Gadget (1999)","Action|Adventure|Children|Comedy","Comedy"
"2722","Deep Blue Sea (1999)","Action|Horror|Sci-Fi|Thriller","Action"
"2722","Deep Blue Sea (1999)","Action|Horror|Sci-Fi|Thriller","Horror"
"2722","Deep Blue Sea (1999)","Action|Horror|Sci-Fi|Thriller","Sci-Fi"
"2722","Deep Blue Sea (1999)","Action|Horror|Sci-Fi|Thriller","Thriller"
"2723","Mystery Men (1999)","Action|Comedy|Fantasy","Action"
"2723","Mystery Men (1999)","Action|Comedy|Fantasy","Comedy"
"2723","Mystery Men (1999)","Action|Comedy|Fantasy","Fantasy"
"2724","Runaway Bride (1999)","Comedy|Romance","Comedy"
"2724","Runaway Bride (1999)","Comedy|Romance","Romance"
"2725","Twin Falls Idaho (1999)","Drama","Drama"
"2726","Killing, The (1956)","Crime|Film-Noir","Crime"
"2726","Killing, The (1956)","Crime|Film-Noir","Film-Noir"
"2727","Killer's Kiss (1955)","Crime|Film-Noir","Crime"
"2727","Killer's Kiss (1955)","Crime|Film-Noir","Film-Noir"
"2728","Spartacus (1960)","Action|Drama|Romance|War","Action"
"2728","Spartacus (1960)","Action|Drama|Romance|War","Drama"
"2728","Spartacus (1960)","Action|Drama|Romance|War","Romance"
"2728","Spartacus (1960)","Action|Drama|Romance|War","War"
"2729","Lolita (1962)","Drama|Romance","Drama"
"2729","Lolita (1962)","Drama|Romance","Romance"
"2730","Barry Lyndon (1975)","Drama|Romance|War","Drama"
"2730","Barry Lyndon (1975)","Drama|Romance|War","Romance"
"2730","Barry Lyndon (1975)","Drama|Romance|War","War"
"2731","400 Blows, The (Les quatre cents coups) (1959)","Crime|Drama","Crime"
"2731","400 Blows, The (Les quatre cents coups) (1959)","Crime|Drama","Drama"
"2732","Jules and Jim (Jules et Jim) (1961)","Drama|Romance","Drama"
"2732","Jules and Jim (Jules et Jim) (1961)","Drama|Romance","Romance"
"2733","Vibes (1988)","Adventure|Comedy|Romance","Adventure"
"2733","Vibes (1988)","Adventure|Comedy|Romance","Comedy"
"2733","Vibes (1988)","Adventure|Comedy|Romance","Romance"
"2734","Mosquito Coast, The (1986)","Adventure|Drama|Thriller","Adventure"
"2734","Mosquito Coast, The (1986)","Adventure|Drama|Thriller","Drama"
"2734","Mosquito Coast, The (1986)","Adventure|Drama|Thriller","Thriller"
"2735","Golden Child, The (1986)","Action|Adventure|Comedy|Fantasy|Mystery","Action"
"2735","Golden Child, The (1986)","Action|Adventure|Comedy|Fantasy|Mystery","Adventure"
"2735","Golden Child, The (1986)","Action|Adventure|Comedy|Fantasy|Mystery","Comedy"
"2735","Golden Child, The (1986)","Action|Adventure|Comedy|Fantasy|Mystery","Fantasy"
"2735","Golden Child, The (1986)","Action|Adventure|Comedy|Fantasy|Mystery","Mystery"
"2736","Brighton Beach Memoirs (1986)","Comedy","Comedy"
"2737","Assassination (1987)","Action|Drama|Thriller","Action"
"2737","Assassination (1987)","Action|Drama|Thriller","Drama"
"2737","Assassination (1987)","Action|Drama|Thriller","Thriller"
"2738","Crimes of the Heart (1986)","Comedy|Drama","Comedy"
"2738","Crimes of the Heart (1986)","Comedy|Drama","Drama"
"2739","Color Purple, The (1985)","Drama","Drama"
"2740","Kindred, The (1986)","Horror|Sci-Fi","Horror"
"2740","Kindred, The (1986)","Horror|Sci-Fi","Sci-Fi"
"2741","No Mercy (1986)","Action|Crime|Thriller","Action"
"2741","No Mercy (1986)","Action|Crime|Thriller","Crime"
"2741","No Mercy (1986)","Action|Crime|Thriller","Thriller"
"2742","Ménage (Tenue de soirée) (1986)","Comedy|Drama","Comedy"
"2742","Ménage (Tenue de soirée) (1986)","Comedy|Drama","Drama"
"2743","Native Son (1986)","Drama","Drama"
"2744","Otello (1986)","Drama","Drama"
"2745","Mission, The (1986)","Drama","Drama"
"2746","Little Shop of Horrors (1986)","Comedy|Horror|Musical","Comedy"
"2746","Little Shop of Horrors (1986)","Comedy|Horror|Musical","Horror"
"2746","Little Shop of Horrors (1986)","Comedy|Horror|Musical","Musical"
"2747","Little Shop of Horrors, The (1960)","Comedy|Horror","Comedy"
"2747","Little Shop of Horrors, The (1960)","Comedy|Horror","Horror"
"2748","Allan Quatermain and the Lost City of Gold (1987)","Action|Adventure|Comedy","Action"
"2748","Allan Quatermain and the Lost City of Gold (1987)","Action|Adventure|Comedy","Adventure"
"2748","Allan Quatermain and the Lost City of Gold (1987)","Action|Adventure|Comedy","Comedy"
"2749","Morning After, The (1986)","Drama|Mystery","Drama"
"2749","Morning After, The (1986)","Drama|Mystery","Mystery"
"2750","Radio Days (1987)","Comedy|Drama","Comedy"
"2750","Radio Days (1987)","Comedy|Drama","Drama"
"2751","From the Hip (1987)","Comedy|Drama","Comedy"
"2751","From the Hip (1987)","Comedy|Drama","Drama"
"2752","Outrageous Fortune (1987)","Comedy|Mystery","Comedy"
"2752","Outrageous Fortune (1987)","Comedy|Mystery","Mystery"
"2754","Deadtime Stories (1987)","Horror","Horror"
"2757","Frances (1982)","Drama","Drama"
"2759","Dick (1999)","Comedy","Comedy"
"2761","Iron Giant, The (1999)","Adventure|Animation|Children|Drama|Sci-Fi","Adventure"
"2761","Iron Giant, The (1999)","Adventure|Animation|Children|Drama|Sci-Fi","Animation"
"2761","Iron Giant, The (1999)","Adventure|Animation|Children|Drama|Sci-Fi","Children"
"2761","Iron Giant, The (1999)","Adventure|Animation|Children|Drama|Sci-Fi","Drama"
"2761","Iron Giant, The (1999)","Adventure|Animation|Children|Drama|Sci-Fi","Sci-Fi"
"2762","Sixth Sense, The (1999)","Drama|Horror|Mystery","Drama"
"2762","Sixth Sense, The (1999)","Drama|Horror|Mystery","Horror"
"2762","Sixth Sense, The (1999)","Drama|Horror|Mystery","Mystery"
"2763","Thomas Crown Affair, The (1999)","Action|Mystery","Action"
"2763","Thomas Crown Affair, The (1999)","Action|Mystery","Mystery"
"2764","Thomas Crown Affair, The (1968)","Crime|Drama|Romance|Thriller","Crime"
"2764","Thomas Crown Affair, The (1968)","Crime|Drama|Romance|Thriller","Drama"
"2764","Thomas Crown Affair, The (1968)","Crime|Drama|Romance|Thriller","Romance"
"2764","Thomas Crown Affair, The (1968)","Crime|Drama|Romance|Thriller","Thriller"
"2765","Acid House, The (1998)","Comedy|Drama","Comedy"
"2765","Acid House, The (1998)","Comedy|Drama","Drama"
"2766","Adventures of Sebastian Cole, The (1998)","Comedy|Drama","Comedy"
"2766","Adventures of Sebastian Cole, The (1998)","Comedy|Drama","Drama"
"2769","Yards, The (2000)","Crime|Drama","Crime"
"2769","Yards, The (2000)","Crime|Drama","Drama"
"2770","Bowfinger (1999)","Comedy","Comedy"
"2771","Brokedown Palace (1999)","Drama","Drama"
"2772","Detroit Rock City (1999)","Comedy","Comedy"
"2774","Better Than Chocolate (1999)","Comedy|Romance","Comedy"
"2774","Better Than Chocolate (1999)","Comedy|Romance","Romance"
"2775","Head On (1998)","Drama","Drama"
"2779","Heaven Can Wait (1978)","Comedy","Comedy"
"2782","Pit and the Pendulum (1961)","Horror","Horror"
"2784","Masque of the Red Death, The (1964)","Horror","Horror"
"2786","Haunted Honeymoon (1986)","Comedy","Comedy"
"2787","Cat's Eye (1985)","Horror","Horror"
"2788","Monty Python's And Now for Something Completely Different (1971)","Comedy","Comedy"
"2789","Damien: Omen II (1978)","Horror","Horror"
"2790","Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)","Horror|Thriller","Horror"
"2790","Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)","Horror|Thriller","Thriller"
"2791","Airplane! (1980)","Comedy","Comedy"
"2792","Airplane II: The Sequel (1982)","Comedy","Comedy"
"2793","American Werewolf in Paris, An (1997)","Comedy|Horror|Romance|Thriller","Comedy"
"2793","American Werewolf in Paris, An (1997)","Comedy|Horror|Romance|Thriller","Horror"
"2793","American Werewolf in Paris, An (1997)","Comedy|Horror|Romance|Thriller","Romance"
"2793","American Werewolf in Paris, An (1997)","Comedy|Horror|Romance|Thriller","Thriller"
"2794","European Vacation (aka National Lampoon's European Vacation) (1985)","Adventure|Comedy|Romance","Adventure"
"2794","European Vacation (aka National Lampoon's European Vacation) (1985)","Adventure|Comedy|Romance","Comedy"
"2794","European Vacation (aka National Lampoon's European Vacation) (1985)","Adventure|Comedy|Romance","Romance"
"2795","National Lampoon's Vacation (1983)","Comedy","Comedy"
"2796","Funny Farm (1988)","Comedy","Comedy"
"2797","Big (1988)","Comedy|Drama|Fantasy|Romance","Comedy"
"2797","Big (1988)","Comedy|Drama|Fantasy|Romance","Drama"
"2797","Big (1988)","Comedy|Drama|Fantasy|Romance","Fantasy"
"2797","Big (1988)","Comedy|Drama|Fantasy|Romance","Romance"
"2798","Problem Child (1990)","Children|Comedy","Children"
"2798","Problem Child (1990)","Children|Comedy","Comedy"
"2799","Problem Child 2 (1991)","Comedy","Comedy"
"2800","Little Nemo: Adventures in Slumberland (1992)","Adventure|Animation|Children|Drama|Fantasy","Adventure"
"2800","Little Nemo: Adventures in Slumberland (1992)","Adventure|Animation|Children|Drama|Fantasy","Animation"
"2800","Little Nemo: Adventures in Slumberland (1992)","Adventure|Animation|Children|Drama|Fantasy","Children"
"2800","Little Nemo: Adventures in Slumberland (1992)","Adventure|Animation|Children|Drama|Fantasy","Drama"
"2800","Little Nemo: Adventures in Slumberland (1992)","Adventure|Animation|Children|Drama|Fantasy","Fantasy"
"2801","Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)","Drama|Romance","Drama"
"2801","Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)","Drama|Romance","Romance"
"2802","Tequila Sunrise (1988)","Action|Drama|Romance|Thriller","Action"
"2802","Tequila Sunrise (1988)","Action|Drama|Romance|Thriller","Drama"
"2802","Tequila Sunrise (1988)","Action|Drama|Romance|Thriller","Romance"
"2802","Tequila Sunrise (1988)","Action|Drama|Romance|Thriller","Thriller"
"2803","Pelican Brief, The (1993)","Crime|Drama|Mystery|Romance|Thriller","Crime"
"2803","Pelican Brief, The (1993)","Crime|Drama|Mystery|Romance|Thriller","Drama"
"2803","Pelican Brief, The (1993)","Crime|Drama|Mystery|Romance|Thriller","Mystery"
"2803","Pelican Brief, The (1993)","Crime|Drama|Mystery|Romance|Thriller","Romance"
"2803","Pelican Brief, The (1993)","Crime|Drama|Mystery|Romance|Thriller","Thriller"
"2804","Christmas Story, A (1983)","Children|Comedy","Children"
"2804","Christmas Story, A (1983)","Children|Comedy","Comedy"
"2805","Mickey Blue Eyes (1999)","Comedy|Romance","Comedy"
"2805","Mickey Blue Eyes (1999)","Comedy|Romance","Romance"
"2806","Teaching Mrs. Tingle (1999)","Comedy|Thriller","Comedy"
"2806","Teaching Mrs. Tingle (1999)","Comedy|Thriller","Thriller"
"2807","Universal Soldier: The Return (1999)","Action|Sci-Fi","Action"
"2807","Universal Soldier: The Return (1999)","Action|Sci-Fi","Sci-Fi"
"2808","Universal Soldier (1992)","Action|Sci-Fi","Action"
"2808","Universal Soldier (1992)","Action|Sci-Fi","Sci-Fi"
"2810","Perfect Blue (1997)","Animation|Horror|Mystery|Thriller","Animation"
"2810","Perfect Blue (1997)","Animation|Horror|Mystery|Thriller","Horror"
"2810","Perfect Blue (1997)","Animation|Horror|Mystery|Thriller","Mystery"
"2810","Perfect Blue (1997)","Animation|Horror|Mystery|Thriller","Thriller"
"2812","In Too Deep (1999)","Action|Thriller","Action"
"2812","In Too Deep (1999)","Action|Thriller","Thriller"
"2813","Source, The (1999)","Documentary","Documentary"
"2815","Iron Eagle (1986)","Action|War","Action"
"2815","Iron Eagle (1986)","Action|War","War"
"2816","Iron Eagle II (1988)","Action|War","Action"
"2816","Iron Eagle II (1988)","Action|War","War"
"2817","Aces: Iron Eagle III (1992)","Action","Action"
"2818","Iron Eagle IV (1995)","Action|War","Action"
"2818","Iron Eagle IV (1995)","Action|War","War"
"2819","Three Days of the Condor (3 Days of the Condor) (1975)","Drama|Mystery|Romance|Thriller","Drama"
"2819","Three Days of the Condor (3 Days of the Condor) (1975)","Drama|Mystery|Romance|Thriller","Mystery"
"2819","Three Days of the Condor (3 Days of the Condor) (1975)","Drama|Mystery|Romance|Thriller","Romance"
"2819","Three Days of the Condor (3 Days of the Condor) (1975)","Drama|Mystery|Romance|Thriller","Thriller"
"2820","Hamlet (1964)","Drama","Drama"
"2822","Medicine Man (1992)","Adventure|Romance","Adventure"
"2822","Medicine Man (1992)","Adventure|Romance","Romance"
"2824","On the Ropes (1999)","Documentary|Drama","Documentary"
"2824","On the Ropes (1999)","Documentary|Drama","Drama"
"2826","13th Warrior, The (1999)","Action|Adventure|Fantasy","Action"
"2826","13th Warrior, The (1999)","Action|Adventure|Fantasy","Adventure"
"2826","13th Warrior, The (1999)","Action|Adventure|Fantasy","Fantasy"
"2827","Astronaut's Wife, The (1999)","Horror|Sci-Fi|Thriller","Horror"
"2827","Astronaut's Wife, The (1999)","Horror|Sci-Fi|Thriller","Sci-Fi"
"2827","Astronaut's Wife, The (1999)","Horror|Sci-Fi|Thriller","Thriller"
"2828","Dudley Do-Right (1999)","Children|Comedy","Children"
"2828","Dudley Do-Right (1999)","Children|Comedy","Comedy"
"2829","Muse, The (1999)","Comedy","Comedy"
"2835","Chill Factor (1999)","Action|Adventure|Comedy|Thriller","Action"
"2835","Chill Factor (1999)","Action|Adventure|Comedy|Thriller","Adventure"
"2835","Chill Factor (1999)","Action|Adventure|Comedy|Thriller","Comedy"
"2835","Chill Factor (1999)","Action|Adventure|Comedy|Thriller","Thriller"
"2836","Outside Providence (1999)","Comedy","Comedy"
"2837","Bedrooms & Hallways (1998)","Comedy|Romance","Comedy"
"2837","Bedrooms & Hallways (1998)","Comedy|Romance","Romance"
"2839","West Beirut (West Beyrouth) (1998)","Drama","Drama"
"2840","Stigmata (1999)","Drama|Thriller","Drama"
"2840","Stigmata (1999)","Drama|Thriller","Thriller"
"2841","Stir of Echoes (1999)","Horror|Mystery|Thriller","Horror"
"2841","Stir of Echoes (1999)","Horror|Mystery|Thriller","Mystery"
"2841","Stir of Echoes (1999)","Horror|Mystery|Thriller","Thriller"
"2843","Black Cat, White Cat (Crna macka, beli macor) (1998)","Comedy|Romance","Comedy"
"2843","Black Cat, White Cat (Crna macka, beli macor) (1998)","Comedy|Romance","Romance"
"2844","Minus Man, The (1999)","Drama|Mystery","Drama"
"2844","Minus Man, The (1999)","Drama|Mystery","Mystery"
"2846","Adventures of Milo and Otis, The (Koneko monogatari) (1986)","Adventure|Children|Comedy|Drama","Adventure"
"2846","Adventures of Milo and Otis, The (Koneko monogatari) (1986)","Adventure|Children|Comedy|Drama","Children"
"2846","Adventures of Milo and Otis, The (Koneko monogatari) (1986)","Adventure|Children|Comedy|Drama","Comedy"
"2846","Adventures of Milo and Otis, The (Koneko monogatari) (1986)","Adventure|Children|Comedy|Drama","Drama"
"2847","Only Angels Have Wings (1939)","Adventure|Drama|Romance","Adventure"
"2847","Only Angels Have Wings (1939)","Adventure|Drama|Romance","Drama"
"2847","Only Angels Have Wings (1939)","Adventure|Drama|Romance","Romance"
"2848","Othello (Tragedy of Othello: The Moor of Venice, The) (1952)","Drama","Drama"
"2851","Saturn 3 (1980)","Adventure|Sci-Fi|Thriller","Adventure"
"2851","Saturn 3 (1980)","Adventure|Sci-Fi|Thriller","Sci-Fi"
"2851","Saturn 3 (1980)","Adventure|Sci-Fi|Thriller","Thriller"
"2852","Soldier's Story, A (1984)","Drama","Drama"
"2856","I Saw What You Did (1965)","Thriller","Thriller"
"2857","Yellow Submarine (1968)","Adventure|Animation|Comedy|Fantasy|Musical","Adventure"
"2857","Yellow Submarine (1968)","Adventure|Animation|Comedy|Fantasy|Musical","Animation"
"2857","Yellow Submarine (1968)","Adventure|Animation|Comedy|Fantasy|Musical","Comedy"
"2857","Yellow Submarine (1968)","Adventure|Animation|Comedy|Fantasy|Musical","Fantasy"
"2857","Yellow Submarine (1968)","Adventure|Animation|Comedy|Fantasy|Musical","Musical"
"2858","American Beauty (1999)","Drama|Romance","Drama"
"2858","American Beauty (1999)","Drama|Romance","Romance"
"2859","Stop Making Sense (1984)","Documentary|Musical","Documentary"
"2859","Stop Making Sense (1984)","Documentary|Musical","Musical"
"2860","Blue Streak (1999)","Comedy","Comedy"
"2861","For Love of the Game (1999)","Comedy|Drama","Comedy"
"2861","For Love of the Game (1999)","Comedy|Drama","Drama"
